combination,synergy_score
"('Phosphorus', 'Vitamin K', 'Iron', 'Zinc', 'Caffeine')",0.0
"('Phosphorus', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",0.0
"('Vitamin K', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",0.0
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium')",3.5555555555555554
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Iron')",3.5555555555555554
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Zinc')",3.5555555555555554
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Caffeine')",3.5555555555555554
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Sodium', 'Iron')",-0.22222222222222188
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Sodium', 'Zinc')",-0.22222222222222188
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Sodium', 'Caffeine')",-0.22222222222222188
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Iron', 'Zinc')",-0.22222222222222188
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Iron', 'Caffeine')",-0.22222222222222188
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Zinc', 'Caffeine')",-0.22222222222222188
"('Vitamin D', 'Calcium', 'Magnesium', 'Vitamin K', 'Sodium', 'Iron')",0.666666666666667
"('Vitamin D', 'Calcium', 'Magnesium', 'Vitamin K', 'Sodium', 'Zinc')",0.666666666666667
"('Vitamin D', 'Calcium', 'Magnesium', 'Vitamin K', 'Sodium', 'Caffeine')",0.666666666666667
"('Vitamin D', 'Calcium', 'Magnesium', 'Vitamin K', 'Iron', 'Zinc')",0.666666666666667
"('Vitamin D', 'Calcium', 'Magnesium', 'Vitamin K', 'Iron', 'Caffeine')",0.666666666666667
"('Vitamin D', 'Calcium', 'Magnesium', 'Vitamin K', 'Zinc', 'Caffeine')",0.666666666666667
"('Vitamin D', 'Calcium', 'Magnesium', 'Sodium', 'Iron', 'Zinc')",-3.1111111111111107
"('Vitamin D', 'Calcium', 'Magnesium', 'Sodium', 'Iron', 'Caffeine')",-3.1111111111111107
"('Vitamin D', 'Calcium', 'Magnesium', 'Sodium', 'Zinc', 'Caffeine')",-3.1111111111111107
"('Vitamin D', 'Calcium', 'Magnesium', 'Iron', 'Zinc', 'Caffeine')",-3.1111111111111107
"('Vitamin D', 'Calcium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron')",0.22222222222222143
"('Vitamin D', 'Calcium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Zinc')",0.22222222222222143
"('Vitamin D', 'Calcium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Caffeine')",0.22222222222222143
"('Vitamin D', 'Calcium', 'Phosphorus', 'Vitamin K', 'Iron', 'Zinc')",0.22222222222222143
"('Vitamin D', 'Calcium', 'Phosphorus', 'Vitamin K', 'Iron', 'Caffeine')",0.22222222222222143
"('Vitamin D', 'Calcium', 'Phosphorus', 'Vitamin K', 'Zinc', 'Caffeine')",0.22222222222222143
"('Vitamin D', 'Calcium', 'Phosphorus', 'Sodium', 'Iron', 'Zinc')",-3.555555555555556
"('Vitamin D', 'Calcium', 'Phosphorus', 'Sodium', 'Iron', 'Caffeine')",-3.555555555555556
"('Vitamin D', 'Calcium', 'Phosphorus', 'Sodium', 'Zinc', 'Caffeine')",-3.555555555555556
"('Vitamin D', 'Calcium', 'Phosphorus', 'Iron', 'Zinc', 'Caffeine')",-3.555555555555556
"('Vitamin D', 'Calcium', 'Vitamin K', 'Sodium', 'Iron', 'Zinc')",-2.666666666666667
"('Vitamin D', 'Calcium', 'Vitamin K', 'Sodium', 'Iron', 'Caffeine')",-2.666666666666667
"('Vitamin D', 'Calcium', 'Vitamin K', 'Sodium', 'Zinc', 'Caffeine')",-2.666666666666667
"('Vitamin D', 'Calcium', 'Vitamin K', 'Iron', 'Zinc', 'Caffeine')",-2.666666666666667
"('Vitamin D', 'Calcium', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",-6.444444444444445
"('Vitamin D', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron')",0.0
"('Vitamin D', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Zinc')",0.0
"('Vitamin D', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Caffeine')",0.0
"('Vitamin D', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Iron', 'Zinc')",0.0
"('Vitamin D', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Iron', 'Caffeine')",0.0
"('Vitamin D', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Zinc', 'Caffeine')",0.0
"('Vitamin D', 'Magnesium', 'Phosphorus', 'Sodium', 'Iron', 'Zinc')",0.0
"('Vitamin D', 'Magnesium', 'Phosphorus', 'Sodium', 'Iron', 'Caffeine')",0.0
"('Vitamin D', 'Magnesium', 'Phosphorus', 'Sodium', 'Zinc', 'Caffeine')",0.0
"('Vitamin D', 'Magnesium', 'Phosphorus', 'Iron', 'Zinc', 'Caffeine')",0.0
"('Vitamin D', 'Magnesium', 'Vitamin K', 'Sodium', 'Iron', 'Zinc')",0.0
"('Vitamin D', 'Magnesium', 'Vitamin K', 'Sodium', 'Iron', 'Caffeine')",0.0
"('Vitamin D', 'Magnesium', 'Vitamin K', 'Sodium', 'Zinc', 'Caffeine')",0.0
"('Vitamin D', 'Magnesium', 'Vitamin K', 'Iron', 'Zinc', 'Caffeine')",0.0
"('Vitamin D', 'Magnesium', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",0.0
"('Vitamin D', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron', 'Zinc')",0.0
"('Vitamin D', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron', 'Caffeine')",0.0
"('Vitamin D', 'Phosphorus', 'Vitamin K', 'Sodium', 'Zinc', 'Caffeine')",0.0
"('Vitamin D', 'Phosphorus', 'Vitamin K', 'Iron', 'Zinc', 'Caffeine')",0.0
"('Vitamin D', 'Phosphorus', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",0.0
"('Vitamin D', 'Vitamin K', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",0.0
"('Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron')",0.0
"('Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Zinc')",0.0
"('Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Caffeine')",0.0
"('Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Iron', 'Zinc')",0.0
"('Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Iron', 'Caffeine')",0.0
"('Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Zinc', 'Caffeine')",0.0
"('Calcium', 'Magnesium', 'Phosphorus', 'Sodium', 'Iron', 'Zinc')",-3.7777777777777777
"('Calcium', 'Magnesium', 'Phosphorus', 'Sodium', 'Iron', 'Caffeine')",-3.7777777777777777
"('Calcium', 'Magnesium', 'Phosphorus', 'Sodium', 'Zinc', 'Caffeine')",-3.7777777777777777
"('Calcium', 'Magnesium', 'Phosphorus', 'Iron', 'Zinc', 'Caffeine')",-3.7777777777777777
"('Calcium', 'Magnesium', 'Vitamin K', 'Sodium', 'Iron', 'Zinc')",-2.888888888888889
"('Calcium', 'Magnesium', 'Vitamin K', 'Sodium', 'Iron', 'Caffeine')",-2.888888888888889
"('Calcium', 'Magnesium', 'Vitamin K', 'Sodium', 'Zinc', 'Caffeine')",-2.888888888888889
"('Calcium', 'Magnesium', 'Vitamin K', 'Iron', 'Zinc', 'Caffeine')",-2.888888888888889
"('Calcium', 'Magnesium', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",-6.666666666666666
"('Calcium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron', 'Zinc')",-3.3333333333333335
"('Calcium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron', 'Caffeine')",-3.3333333333333335
"('Calcium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Zinc', 'Caffeine')",-3.3333333333333335
"('Calcium', 'Phosphorus', 'Vitamin K', 'Iron', 'Zinc', 'Caffeine')",-3.3333333333333335
"('Calcium', 'Phosphorus', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",-7.111111111111111
"('Calcium', 'Vitamin K', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",-6.222222222222222
"('Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron', 'Zinc')",0.0
"('Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron', 'Caffeine')",0.0
"('Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Zinc', 'Caffeine')",0.0
"('Magnesium', 'Phosphorus', 'Vitamin K', 'Iron', 'Zinc', 'Caffeine')",0.0
"('Magnesium', 'Phosphorus', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",0.0
"('Magnesium', 'Vitamin K', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",0.0
"('Phosphorus', 'Vitamin K', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",0.0
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron')",1.5555555555555558
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Zinc')",1.5555555555555558
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Caffeine')",1.5555555555555558
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Iron', 'Zinc')",1.5555555555555558
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Iron', 'Caffeine')",1.5555555555555558
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Zinc', 'Caffeine')",1.5555555555555558
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Sodium', 'Iron', 'Zinc')",-2.222222222222222
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Sodium', 'Iron', 'Caffeine')",-2.222222222222222
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Sodium', 'Zinc', 'Caffeine')",-2.222222222222222
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Iron', 'Zinc', 'Caffeine')",-2.222222222222222
"('Vitamin D', 'Calcium', 'Magnesium', 'Vitamin K', 'Sodium', 'Iron', 'Zinc')",-1.3333333333333333
"('Vitamin D', 'Calcium', 'Magnesium', 'Vitamin K', 'Sodium', 'Iron', 'Caffeine')",-1.3333333333333333
"('Vitamin D', 'Calcium', 'Magnesium', 'Vitamin K', 'Sodium', 'Zinc', 'Caffeine')",-1.3333333333333333
"('Vitamin D', 'Calcium', 'Magnesium', 'Vitamin K', 'Iron', 'Zinc', 'Caffeine')",-1.3333333333333333
"('Vitamin D', 'Calcium', 'Magnesium', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",-5.111111111111111
"('Vitamin D', 'Calcium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron', 'Zinc')",-1.7777777777777783
"('Vitamin D', 'Calcium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron', 'Caffeine')",-1.7777777777777783
"('Vitamin D', 'Calcium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Zinc', 'Caffeine')",-1.7777777777777783
"('Vitamin D', 'Calcium', 'Phosphorus', 'Vitamin K', 'Iron', 'Zinc', 'Caffeine')",-1.7777777777777783
"('Vitamin D', 'Calcium', 'Phosphorus', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",-5.555555555555555
"('Vitamin D', 'Calcium', 'Vitamin K', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",-4.666666666666667
"('Vitamin D', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron', 'Zinc')",0.0
"('Vitamin D', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron', 'Caffeine')",0.0
"('Vitamin D', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Zinc', 'Caffeine')",0.0
"('Vitamin D', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Iron', 'Zinc', 'Caffeine')",0.0
"('Vitamin D', 'Magnesium', 'Phosphorus', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",0.0
"('Vitamin D', 'Magnesium', 'Vitamin K', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",0.0
"('Vitamin D', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",0.0
"('Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron', 'Zinc')",-2.0
"('Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron', 'Caffeine')",-2.0
"('Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Zinc', 'Caffeine')",-2.0
"('Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Iron', 'Zinc', 'Caffeine')",-2.0
"('Calcium', 'Magnesium', 'Phosphorus', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",-5.777777777777778
"('Calcium', 'Magnesium', 'Vitamin K', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",-4.888888888888889
"('Calcium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",-5.333333333333334
"('Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",0.0
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron', 'Zinc')",-0.4444444444444442
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron', 'Caffeine')",-0.4444444444444442
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Zinc', 'Caffeine')",-0.4444444444444442
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Iron', 'Zinc', 'Caffeine')",-0.4444444444444442
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",-4.222222222222221
"('Vitamin D', 'Calcium', 'Magnesium', 'Vitamin K', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",-3.333333333333333
"('Vitamin D', 'Calcium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",-3.7777777777777786
"('Vitamin D', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",0.0
"('Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",-4.0
"('Vitamin D', 'Calcium', 'Magnesium', 'Phosphorus', 'Vitamin K', 'Sodium', 'Iron', 'Zinc', 'Caffeine')",-2.444444444444444
